time,temperature_2m,relative_humidity_2m,precipitation,surface_pressure,wind_speed_10m,shortwave_radiation
2025-04-05T23:00,12.8,97,1.1,757.9,1.1,0.0
2025-04-06T00:00,12.6,98,0.2,757.2,1.6,0.0
2025-04-06T01:00,12.4,97,0.0,756.9,0.3,0.0
2025-04-06T02:00,12.0,98,0.0,756.2,0.6,0.0
2025-04-06T03:00,11.9,98,0.0,755.8,1.3,0.0
2025-04-06T04:00,11.8,98,0.0,755.7,0.4,0.0
2025-04-06T05:00,11.5,97,0.0,755.7,1.0,0.0
2025-04-06T06:00,11.4,98,0.0,755.8,1.2,0.0
2025-04-06T07:00,12.4,93,0.0,757.1,2.7,69.0
2025-04-06T08:00,14.0,84,0.0,758.4,4.5,208.0
2025-04-06T09:00,15.9,74,0.1,759.4,5.0,418.0
2025-04-06T10:00,17.2,67,0.0,759.8,5.1,573.0
2025-04-06T11:00,18.4,61,0.0,759.6,6.6,654.0
2025-04-06T12:00,19.8,53,0.1,759.1,9.1,693.0
2025-04-06T13:00,19.3,55,0.1,757.5,12.1,591.0
2025-04-06T14:00,17.5,64,0.1,756.2,9.3,542.0
2025-04-06T15:00,17.6,67,0.1,755.8,8.7,418.0
2025-04-06T16:00,17.3,73,0.6,755.7,6.9,389.0
2025-04-06T17:00,16.7,73,0.1,755.5,4.0,185.0
2025-04-06T18:00,14.4,89,1.3,755.7,3.5,40.0
2025-04-06T19:00,14.1,93,2.7,756.3,0.9,0.0
2025-04-06T20:00,14.2,95,0.7,757.2,0.9,0.0
2025-04-06T21:00,13.8,94,1.3,757.6,1.5,0.0
2025-04-06T22:00,13.6,92,1.0,758.0,1.6,0.0
2025-04-06T23:00,13.6,93,0.9,757.8,1.7,0.0
2025-04-07T00:00,13.1,95,0.6,757.1,1.4,0.0
2025-04-07T01:00,13.0,95,0.3,756.5,0.9,0.0
2025-04-07T02:00,12.8,96,0.2,755.8,1.1,0.0
2025-04-07T03:00,12.8,96,0.2,755.3,0.8,0.0
2025-04-07T04:00,11.6,97,0.0,754.4,1.8,0.0
2025-04-07T05:00,10.8,100,0.0,754.0,2.3,0.0
2025-04-07T06:00,10.1,100,0.0,753.9,2.2,0.0
2025-04-07T07:00,11.8,98,0.0,756.0,2.4,91.0
2025-04-07T08:00,14.4,84,0.0,758.5,4.8,343.0
2025-04-07T09:00,16.5,69,0.0,759.5,6.0,556.0
2025-04-07T10:00,18.6,57,0.0,759.9,5.3,705.0
2025-04-07T11:00,19.8,53,0.0,759.5,7.4,781.0
2025-04-07T12:00,19.9,56,0.0,759.1,10.0,891.0
2025-04-07T13:00,18.5,61,0.0,757.2,11.7,518.0
2025-04-07T14:00,19.8,55,0.0,756.6,10.5,768.0
2025-04-07T15:00,19.6,56,0.0,755.6,8.3,588.0
2025-04-07T16:00,18.6,62,0.1,755.1,12.8,487.0
2025-04-07T17:00,16.3,79,0.1,754.9,11.0,245.0
2025-04-07T18:00,15.7,83,0.0,755.3,4.5,40.0
2025-04-07T19:00,14.2,92,2.1,755.4,1.7,0.0
2025-04-07T20:00,13.7,95,0.0,755.6,1.3,0.0
2025-04-07T21:00,13.3,97,0.0,755.8,2.6,0.0
2025-04-07T22:00,13.1,98,0.0,756.4,3.4,0.0
2025-04-07T23:00,13.0,96,0.0,756.5,1.6,0.0
2025-04-08T00:00,12.5,97,0.0,756.3,3.4,0.0
2025-04-08T01:00,12.1,98,0.0,755.4,2.5,0.0
2025-04-08T02:00,12.0,96,0.0,755.1,3.0,0.0
2025-04-08T03:00,12.2,94,0.0,755.0,0.6,0.0
2025-04-08T04:00,12.1,95,0.0,755.1,2.7,0.0
2025-04-08T05:00,12.0,94,0.0,755.3,2.5,0.0
2025-04-08T06:00,11.9,95,0.0,755.8,1.7,0.0
2025-04-08T07:00,12.5,94,0.0,756.6,1.4,61.0
2025-04-08T08:00,13.5,90,0.1,758.2,2.7,128.0
2025-04-08T09:00,15.1,79,0.0,759.3,1.6,324.0
2025-04-08T10:00,15.6,79,0.1,759.4,2.3,330.0
2025-04-08T11:00,16.0,80,0.2,758.9,1.3,423.0
2025-04-08T12:00,17.9,76,0.2,759.2,6.9,788.0
2025-04-08T13:00,17.5,71,0.9,757.6,1.8,310.0
2025-04-08T14:00,17.9,70,0.2,756.7,2.7,560.0
2025-04-08T15:00,17.5,71,2.0,756.1,6.3,456.0
2025-04-08T16:00,17.7,71,0.5,756.0,2.1,344.0
2025-04-08T17:00,16.0,75,0.6,755.9,4.8,175.0
2025-04-08T18:00,14.9,88,0.2,755.9,1.5,54.0
2025-04-08T19:00,13.8,91,0.0,756.0,2.5,0.0
2025-04-08T20:00,14.0,98,0.5,757.2,3.3,0.0
2025-04-08T21:00,13.9,99,0.6,757.7,2.0,0.0
2025-04-08T22:00,13.4,98,0.3,757.9,3.1,0.0
2025-04-08T23:00,13.4,93,0.1,758.3,4.0,0.0
2025-04-09T00:00,12.9,95,0.0,757.7,3.9,0.0
2025-04-09T01:00,12.7,98,0.1,756.9,2.0,0.0
2025-04-09T02:00,12.6,99,0.1,756.2,1.7,0.0
2025-04-09T03:00,12.3,99,0.0,755.7,4.2,0.0
2025-04-09T04:00,12.1,98,0.0,755.7,2.8,0.0
2025-04-09T05:00,11.3,99,0.0,755.4,2.7,0.0
2025-04-09T06:00,11.2,99,0.0,756.1,4.7,0.0
2025-04-09T07:00,12.2,96,0.0,757.8,4.9,60.0
2025-04-09T08:00,13.9,91,0.1,759.2,2.7,197.0
2025-04-09T09:00,15.8,84,0.1,760.5,2.2,475.0
2025-04-09T10:00,17.1,76,0.1,760.6,1.5,564.0
2025-04-09T11:00,18.7,65,0.1,760.7,6.2,573.0
2025-04-09T12:00,17.1,70,4.1,759.3,6.6,506.0
2025-04-09T13:00,19.9,62,0.1,759.2,6.8,822.0
2025-04-09T14:00,19.8,60,0.2,757.7,9.4,672.0
2025-04-09T15:00,18.5,65,1.5,757.2,1.5,490.0
2025-04-09T16:00,17.4,70,1.0,756.3,3.9,274.0
2025-04-09T17:00,15.3,84,4.4,756.4,4.7,183.0
2025-04-09T18:00,14.8,88,0.0,756.5,4.0,39.0
2025-04-09T19:00,13.9,92,0.0,756.7,0.4,0.0
2025-04-09T20:00,13.8,93,0.2,757.2,1.6,0.0
2025-04-09T21:00,13.0,92,2.3,758.0,0.9,0.0
2025-04-09T22:00,13.5,91,0.0,758.7,1.8,0.0
2025-04-09T23:00,13.0,93,0.0,758.4,2.0,0.0
2025-04-10T00:00,12.7,96,0.0,757.9,2.3,0.0
2025-04-10T01:00,12.4,97,0.0,757.4,2.0,0.0
2025-04-10T02:00,11.9,99,0.0,756.4,2.5,0.0
2025-04-10T03:00,11.5,99,0.0,756.0,1.7,0.0
2025-04-10T04:00,11.1,100,0.0,755.6,2.1,0.0
2025-04-10T05:00,10.9,99,0.0,755.9,2.6,0.0
2025-04-10T06:00,11.2,98,0.0,756.5,1.1,0.0
2025-04-10T07:00,11.6,96,0.0,757.3,1.6,40.0
2025-04-10T08:00,13.9,88,0.0,758.7,4.0,230.0
2025-04-10T09:00,15.6,81,0.1,760.2,4.6,486.0
2025-04-10T10:00,17.4,74,0.1,760.5,1.8,660.0
2025-04-10T11:00,19.0,64,0.1,760.4,5.8,765.0
2025-04-10T12:00,19.1,63,0.1,759.4,5.2,712.0
2025-04-10T13:00,18.7,66,0.1,758.4,4.3,680.0
2025-04-10T14:00,17.9,71,0.2,757.6,1.2,705.0
2025-04-10T15:00,19.0,64,0.0,756.9,4.1,516.0
2025-04-10T16:00,17.6,68,0.1,756.6,4.7,359.0
2025-04-10T17:00,15.9,79,6.1,756.2,3.9,171.0
2025-04-10T18:00,14.3,88,0.9,756.3,0.6,66.0
2025-04-10T19:00,13.5,93,0.1,757.0,6.6,0.0
2025-04-10T20:00,13.4,94,1.9,757.6,2.9,0.0
2025-04-10T21:00,13.0,94,0.6,758.1,1.3,0.0
2025-04-10T22:00,12.4,98,0.1,758.0,1.8,0.0
2025-04-10T23:00,12.6,96,0.1,758.1,0.2,0.0
2025-04-11T00:00,12.4,95,0.2,757.6,2.1,0.0
2025-04-11T01:00,12.0,95,0.2,756.7,1.6,0.0
2025-04-11T02:00,11.8,95,0.2,756.0,2.2,0.0
2025-04-11T03:00,11.7,97,0.3,755.6,2.5,0.0
2025-04-11T04:00,11.5,99,0.1,755.3,1.5,0.0
2025-04-11T05:00,11.2,99,0.0,755.2,1.7,0.0
2025-04-11T06:00,10.9,99,0.0,755.4,2.3,0.0
2025-04-11T07:00,12.0,96,0.0,756.7,3.7,77.0
2025-04-11T08:00,13.2,92,0.2,758.5,1.1,189.0
2025-04-11T09:00,14.7,84,0.1,759.7,3.6,339.0
2025-04-11T10:00,15.7,75,0.1,760.2,1.9,427.0
2025-04-11T11:00,17.2,66,0.1,760.3,3.8,615.0
2025-04-11T12:00,18.3,58,0.0,759.8,7.2,696.0
2025-04-11T13:00,18.8,57,0.0,758.8,6.0,815.0
2025-04-11T14:00,19.9,56,0.1,758.1,3.1,739.0
2025-04-11T15:00,17.0,70,2.1,756.7,8.1,574.0
2025-04-11T16:00,17.4,64,0.0,756.2,7.1,458.0
2025-04-11T17:00,16.4,71,0.0,755.8,10.4,235.0
2025-04-11T18:00,14.7,80,0.0,755.5,9.2,63.0
2025-04-11T19:00,13.4,89,0.0,755.5,3.4,0.0
2025-04-11T20:00,11.9,95,0.0,755.1,3.5,0.0
2025-04-11T21:00,11.3,99,0.0,755.3,1.4,0.0
2025-04-11T22:00,10.8,100,0.0,755.7,0.8,0.0
2025-04-11T23:00,10.2,100,0.0,755.3,1.0,0.0
2025-04-12T00:00,9.8,99,0.0,754.9,3.1,0.0
2025-04-12T01:00,9.4,100,0.0,754.3,0.3,0.0
2025-04-12T02:00,8.8,100,0.0,753.6,0.7,0.0
2025-04-12T03:00,8.0,100,0.0,752.7,1.7,0.0
2025-04-12T04:00,8.0,100,0.0,752.9,2.5,0.0
2025-04-12T05:00,7.7,98,0.0,753.1,1.0,0.0
2025-04-12T06:00,7.3,98,0.0,753.0,1.3,0.0
2025-04-12T07:00,10.1,94,0.0,755.9,3.4,109.0
2025-04-12T08:00,13.4,83,0.0,758.9,3.1,350.0
2025-04-12T09:00,15.8,71,0.0,759.9,2.7,599.0
2025-04-12T10:00,17.7,64,0.0,760.2,1.7,829.0
2025-04-12T11:00,19.2,56,0.0,760.0,3.3,886.0
2025-04-12T12:00,20.4,49,0.0,759.6,7.1,953.0
2025-04-12T13:00,21.0,45,0.0,758.5,8.7,902.0
2025-04-12T14:00,21.3,46,0.0,757.6,9.3,856.0
2025-04-12T15:00,21.2,49,0.1,756.5,10.3,728.0
2025-04-12T16:00,20.4,50,0.1,756.1,8.7,475.0
2025-04-12T17:00,19.1,56,0.0,755.6,8.0,300.0
2025-04-12T18:00,16.6,76,0.0,755.3,7.2,83.0
2025-04-12T19:00,14.8,88,0.0,755.6,6.5,0.0
2025-04-12T20:00,13.9,95,0.0,755.7,2.9,0.0
2025-04-12T21:00,13.5,96,0.0,756.7,1.5,0.0
2025-04-12T22:00,13.3,96,0.0,757.1,4.8,0.0
2025-04-12T23:00,12.6,96,0.0,756.9,5.0,0.0
2025-04-13T00:00,11.7,98,0.0,756.1,4.2,0.0
2025-04-13T01:00,11.0,97,0.0,755.1,3.9,0.0
2025-04-13T02:00,10.4,97,0.0,754.4,2.0,0.0
2025-04-13T03:00,10.0,97,0.0,754.1,2.3,0.0
2025-04-13T04:00,9.3,98,0.0,753.5,1.9,0.0
2025-04-13T05:00,9.2,97,0.0,753.8,3.4,0.0
2025-04-13T06:00,8.6,97,0.0,753.7,2.1,1.0
2025-04-13T07:00,10.9,91,0.0,756.3,2.0,112.0
2025-04-13T08:00,14.0,79,0.0,758.8,2.4,377.0
2025-04-13T09:00,16.5,67,0.0,760.4,2.8,631.0
2025-04-13T10:00,18.7,55,0.0,760.8,3.5,827.0
2025-04-13T11:00,20.8,45,0.0,760.8,6.5,1000.0
2025-04-13T12:00,21.2,45,0.0,760.2,10.4,985.0
2025-04-13T13:00,21.3,48,0.1,759.3,13.1,1020.0
2025-04-13T14:00,21.5,48,0.2,758.6,13.1,911.0
2025-04-13T15:00,21.2,48,0.0,757.4,11.5,737.0
2025-04-13T16:00,20.6,48,0.0,756.7,10.1,552.0
2025-04-13T17:00,19.7,53,0.0,756.4,9.7,330.0
2025-04-13T18:00,16.9,67,0.0,756.1,8.3,91.0
2025-04-13T19:00,15.1,78,0.0,756.2,3.9,0.0
2025-04-13T20:00,13.7,82,0.0,756.4,6.4,0.0
2025-04-13T21:00,12.5,90,0.0,756.4,3.5,0.0
2025-04-13T22:00,11.6,94,0.0,756.5,2.3,0.0
2025-04-13T23:00,11.0,95,0.0,756.3,4.9,0.0
2025-04-14T00:00,10.5,96,0.0,755.7,2.0,0.0
2025-04-14T01:00,10.0,96,0.0,755.3,3.1,0.0
2025-04-14T02:00,9.7,96,0.0,754.6,1.5,0.0
2025-04-14T03:00,9.6,95,0.0,754.6,2.3,0.0
2025-04-14T04:00,9.3,95,0.0,754.2,3.9,0.0
2025-04-14T05:00,8.7,96,0.0,754.3,3.4,0.0
2025-04-14T06:00,8.4,96,0.0,754.4,3.2,1.0
2025-04-14T07:00,10.9,90,0.0,756.7,2.2,103.0
2025-04-14T08:00,14.5,74,0.0,759.6,1.2,362.0
2025-04-14T09:00,16.9,65,0.0,761.0,3.8,638.0
2025-04-14T10:00,19.2,51,0.0,761.3,4.9,804.0
2025-04-14T11:00,20.8,41,0.0,760.8,7.6,847.0
2025-04-14T12:00,21.6,39,0.0,760.4,9.9,927.0
2025-04-14T13:00,22.2,39,0.0,759.6,12.3,899.0
2025-04-14T14:00,21.6,42,0.0,758.5,10.1,778.0
2025-04-14T15:00,21.8,42,0.0,757.7,7.1,730.0
2025-04-14T16:00,21.4,43,0.0,757.2,6.4,535.0
2025-04-14T17:00,20.0,50,0.0,756.8,7.4,305.0
2025-04-14T18:00,17.1,68,0.0,756.2,5.4,85.0
2025-04-14T19:00,15.2,77,0.0,756.6,6.6,0.0
2025-04-14T20:00,13.6,80,0.0,756.1,3.5,0.0
2025-04-14T21:00,12.5,88,0.0,756.4,4.7,0.0
2025-04-14T22:00,11.8,92,0.0,756.6,3.8,0.0
2025-04-14T23:00,11.8,93,0.0,756.7,3.7,0.0
2025-04-15T00:00,10.7,94,0.0,755.7,4.2,0.0
2025-04-15T01:00,10.3,94,0.0,754.8,2.1,0.0
2025-04-15T02:00,10.0,95,0.0,754.2,2.2,0.0
2025-04-15T03:00,9.2,96,0.0,753.5,2.6,0.0
2025-04-15T04:00,8.7,96,0.0,753.1,3.2,0.0
2025-04-15T05:00,8.2,96,0.0,752.9,2.6,0.0
2025-04-15T06:00,7.9,96,0.0,753.1,2.3,1.0
2025-04-15T07:00,10.7,90,0.0,755.7,2.2,121.0
2025-04-15T08:00,13.9,77,0.0,758.2,2.1,304.0
2025-04-15T09:00,16.1,68,0.0,759.4,2.7,532.0
2025-04-15T10:00,17.9,57,0.0,760.1,6.4,725.0
2025-04-15T11:00,19.3,49,0.0,760.1,8.0,851.0
2025-04-15T12:00,20.6,44,0.0,759.9,9.2,976.0
2025-04-15T13:00,21.3,43,0.0,759.1,9.6,981.0
2025-04-15T14:00,20.9,44,0.0,758.2,10.1,819.0
2025-04-15T15:00,20.3,48,0.0,757.4,10.8,698.0
2025-04-15T16:00,19.4,52,0.0,756.6,11.8,507.0
2025-04-15T17:00,17.7,58,0.0,755.7,11.9,265.0
2025-04-15T18:00,15.7,68,0.0,755.2,9.8,76.0
2025-04-15T19:00,14.4,75,0.0,755.4,7.6,0.0
2025-04-15T20:00,12.9,80,0.0,755.2,4.8,0.0
2025-04-15T21:00,11.7,87,0.0,755.3,2.3,0.0
2025-04-15T22:00,11.0,90,0.0,755.7,2.3,0.0
2025-04-15T23:00,10.5,92,0.0,755.3,2.9,0.0
2025-04-16T00:00,9.6,94,0.0,754.6,2.2,0.0
2025-04-16T01:00,8.8,96,0.0,753.8,2.7,0.0
2025-04-16T02:00,8.3,96,0.0,753.0,3.6,0.0
2025-04-16T03:00,8.0,96,0.0,752.4,3.2,0.0
2025-04-16T04:00,7.7,97,0.0,752.3,3.5,0.0
2025-04-16T05:00,7.6,97,0.0,752.2,3.6,0.0
2025-04-16T06:00,7.6,97,0.0,752.5,3.3,1.0
2025-04-16T07:00,10.2,87,0.0,755.4,3.8,102.0
2025-04-16T08:00,14.0,73,0.0,758.1,1.4,379.0
2025-04-16T09:00,16.4,63,0.0,759.3,2.4,634.0
2025-04-16T10:00,18.7,53,0.0,759.5,2.0,819.0
2025-04-16T11:00,19.9,50,0.0,759.3,4.2,940.0
2025-04-16T12:00,20.8,48,0.0,759.1,6.5,936.0
2025-04-16T13:00,21.3,47,0.0,758.3,9.3,874.0
2025-04-16T14:00,21.1,49,0.2,757.5,10.6,806.0
2025-04-16T15:00,21.3,47,0.3,756.5,8.9,651.0
2025-04-16T16:00,21.1,46,0.2,755.8,8.3,507.0
2025-04-16T17:00,19.9,53,0.0,755.2,9.5,278.0
2025-04-16T18:00,17.2,67,0.0,754.6,7.4,80.0
2025-04-16T19:00,15.5,75,0.0,755.0,4.3,0.0
2025-04-16T20:00,13.7,95,0.0,755.1,2.6,0.0
2025-04-16T21:00,12.7,97,0.0,755.3,0.6,0.0
2025-04-16T22:00,12.8,96,0.0,755.9,3.1,0.0
2025-04-16T23:00,12.4,97,0.0,756.1,3.8,0.0
2025-04-17T00:00,12.2,97,0.0,755.8,4.2,0.0
2025-04-17T01:00,11.8,97,0.0,755.3,5.0,0.0
2025-04-17T02:00,11.3,97,0.0,754.8,6.0,0.0
2025-04-17T03:00,10.9,97,0.0,754.6,4.4,0.0
2025-04-17T04:00,10.9,97,0.0,754.5,3.7,0.0
2025-04-17T05:00,10.5,97,0.0,754.4,4.7,0.0
2025-04-17T06:00,10.1,97,0.0,754.8,3.2,1.0
2025-04-17T07:00,11.6,92,0.0,756.3,2.2,94.0
2025-04-17T08:00,14.4,83,0.0,758.4,4.4,284.0
2025-04-17T09:00,16.3,73,0.1,759.3,5.0,515.0
2025-04-17T10:00,17.9,65,0.5,759.7,6.8,770.0
2025-04-17T11:00,18.6,60,0.2,759.5,7.7,741.0
2025-04-17T12:00,19.6,55,0.2,759.0,9.0,873.0
2025-04-17T13:00,20.5,52,0.2,758.2,8.4,905.0
2025-04-17T14:00,20.6,54,0.4,757.2,12.0,735.0
2025-04-17T15:00,19.9,56,0.4,756.4,14.7,691.0
2025-04-17T16:00,19.1,59,0.2,756.0,15.6,462.0
2025-04-17T17:00,17.3,68,0.0,755.6,12.8,271.0
2025-04-17T18:00,15.9,75,0.0,755.6,8.3,71.0
2025-04-17T19:00,14.8,81,0.0,755.8,7.5,0.0
2025-04-17T20:00,13.5,97,0.0,756.4,3.7,0.0
2025-04-17T21:00,13.3,97,0.3,756.9,2.5,0.0
2025-04-17T22:00,13.4,97,0.4,757.6,1.9,0.0
2025-04-17T23:00,13.0,98,0.2,757.3,1.5,0.0
2025-04-18T00:00,12.7,98,0.1,756.6,2.2,0.0
2025-04-18T01:00,12.2,99,0.0,755.6,3.1,0.0
2025-04-18T02:00,11.4,99,0.0,754.7,2.7,0.0
2025-04-18T03:00,11.0,99,0.0,754.2,2.6,0.0
2025-04-18T04:00,11.1,99,0.0,753.9,1.8,0.0
2025-04-18T05:00,10.9,99,0.0,754.3,0.8,0.0
2025-04-18T06:00,10.6,99,0.0,754.4,1.7,1.0
2025-04-18T07:00,12.2,96,0.0,756.3,2.3,99.0
2025-04-18T08:00,14.3,84,0.0,758.4,3.5,241.0
2025-04-18T09:00,16.5,71,0.1,759.4,4.6,512.0
2025-04-18T10:00,17.9,63,0.0,759.7,4.1,683.0
2025-04-18T11:00,19.4,57,0.1,759.8,7.6,898.0
2025-04-18T12:00,19.8,55,0.1,759.2,12.5,869.0
2025-04-18T13:00,20.4,56,0.1,758.7,12.4,872.0
2025-04-18T14:00,19.7,58,0.1,757.7,11.4,877.0
2025-04-18T15:00,19.6,58,0.0,757.3,7.8,691.0
2025-04-18T16:00,19.2,57,0.0,756.7,12.4,491.0
2025-04-18T17:00,18.3,60,0.0,756.3,10.7,276.0
2025-04-18T18:00,16.5,66,0.0,756.1,12.1,79.0
2025-04-18T19:00,15.1,77,0.1,756.4,6.3,0.0
2025-04-18T20:00,14.0,87,0.0,756.7,3.2,0.0
2025-04-18T21:00,13.3,91,0.0,756.8,3.5,0.0
2025-04-18T22:00,13.0,95,0.0,757.1,3.2,0.0
2025-04-18T23:00,12.7,97,0.0,757.0,4.5,0.0
2025-04-19T00:00,12.4,98,0.0,756.5,3.3,0.0
2025-04-19T01:00,12.1,98,0.0,756.1,3.7,0.0
2025-04-19T02:00,11.7,100,0.0,755.2,2.6,0.0
2025-04-19T03:00,11.2,100,0.0,754.4,1.7,0.0
2025-04-19T04:00,11.4,99,0.0,754.8,3.4,0.0
2025-04-19T05:00,10.5,99,0.0,754.8,1.7,0.0
2025-04-19T06:00,10.3,99,0.0,754.7,2.2,1.0
2025-04-19T07:00,12.2,94,0.0,756.4,3.0,117.0
2025-04-19T08:00,14.8,81,0.0,758.4,2.8,360.0
2025-04-19T09:00,16.4,73,0.1,759.4,2.9,524.0
2025-04-19T10:00,17.7,65,0.0,759.9,4.2,630.0
2025-04-19T11:00,19.1,58,0.1,760.0,7.4,864.0
2025-04-19T12:00,20.3,52,0.1,759.3,10.5,915.0
2025-04-19T13:00,20.9,48,0.1,758.4,12.5,948.0
2025-04-19T14:00,21.1,48,0.1,757.3,13.0,840.0
2025-04-19T15:00,21.3,47,0.1,756.9,12.4,715.0
2025-04-19T16:00,19.9,54,0.1,756.3,11.4,494.0
2025-04-19T17:00,18.7,57,0.0,755.9,7.7,288.0
2025-04-19T18:00,16.6,68,0.0,755.7,4.0,77.0
2025-04-19T19:00,15.6,73,0.0,756.4,4.4,0.0
2025-04-19T20:00,14.4,86,0.0,756.5,0.3,0.0
2025-04-19T21:00,13.9,88,0.0,757.1,2.7,0.0
2025-04-19T22:00,13.9,88,0.1,758.0,3.6,0.0
2025-04-19T23:00,13.4,89,0.1,757.9,3.5,0.0
2025-04-20T00:00,12.6,93,0.2,757.0,2.7,0.0
2025-04-20T01:00,12.2,93,0.5,756.4,0.0,0.0
2025-04-20T02:00,12.4,94,0.4,756.1,0.3,0.0
2025-04-20T03:00,11.9,95,0.2,755.4,1.0,0.0
2025-04-20T04:00,11.8,96,0.2,755.3,1.1,0.0
2025-04-20T05:00,11.7,96,0.1,755.4,0.5,0.0
2025-04-20T06:00,11.5,97,0.2,755.4,1.3,1.0
2025-04-20T07:00,12.1,95,0.2,756.3,2.7,64.0
2025-04-20T08:00,14.1,86,0.0,758.7,2.7,303.0
2025-04-20T09:00,16.1,72,0.1,759.7,2.2,545.0
2025-04-20T10:00,17.6,62,0.1,759.8,3.5,605.0
2025-04-20T11:00,18.8,56,0.1,759.6,7.6,737.0
2025-04-20T12:00,19.7,52,0.1,759.1,8.2,753.0
2025-04-20T13:00,20.6,49,0.1,758.2,7.2,772.0
2025-04-20T14:00,20.3,50,0.1,757.1,7.0,713.0
2025-04-20T15:00,20.2,52,0.0,756.0,6.0,620.0
2025-04-20T16:00,19.0,58,0.2,755.5,6.9,432.0
2025-04-20T17:00,16.9,77,2.5,755.2,7.2,237.0
2025-04-20T18:00,14.9,87,4.5,755.3,2.2,45.0
2025-04-20T19:00,13.9,93,0.8,755.9,6.6,0.0
2025-04-20T20:00,14.5,96,0.1,756.3,3.2,0.0
2025-04-20T21:00,14.2,98,0.1,756.5,3.0,0.0
2025-04-20T22:00,13.6,99,0.0,756.3,3.3,0.0
2025-04-20T23:00,13.4,99,0.0,756.4,2.9,0.0
2025-04-21T00:00,13.1,95,0.3,756.2,0.4,0.0
2025-04-21T01:00,13.0,96,0.1,755.8,2.5,0.0
2025-04-21T02:00,12.8,97,0.0,755.4,4.0,0.0
2025-04-21T03:00,12.3,98,0.0,754.7,3.5,0.0
2025-04-21T04:00,12.2,99,0.0,754.6,0.4,0.0
2025-04-21T05:00,12.2,98,0.0,754.9,3.1,0.0
2025-04-21T06:00,11.6,95,0.0,754.5,1.0,1.0
2025-04-21T07:00,12.6,96,0.0,756.0,1.3,99.0
2025-04-21T08:00,14.5,84,0.0,757.9,4.8,295.0
2025-04-21T09:00,16.5,76,0.0,758.9,1.8,531.0
2025-04-21T10:00,18.3,67,0.0,759.4,0.9,739.0
2025-04-21T11:00,19.8,56,0.0,759.1,6.1,749.0
2025-04-21T12:00,19.6,54,0.0,758.2,9.5,728.0
2025-04-21T13:00,17.5,69,5.1,757.0,11.2,684.0
2025-04-21T14:00,18.7,59,0.1,755.9,7.2,556.0
2025-04-21T15:00,18.6,58,0.0,755.3,9.0,548.0
2025-04-21T16:00,16.4,75,0.5,754.2,9.9,266.0
2025-04-21T17:00,16.5,75,0.0,754.5,4.4,152.0
2025-04-21T18:00,14.8,86,0.9,754.1,1.6,72.0
2025-04-21T19:00,14.3,90,0.1,754.6,0.8,0.0
2025-04-21T20:00,13.5,92,0.4,755.5,0.6,0.0
2025-04-21T21:00,13.0,94,0.0,755.7,1.8,0.0
2025-04-21T22:00,12.4,96,0.0,755.7,3.1,0.0
2025-04-21T23:00,12.4,94,0.0,755.5,0.7,0.0
2025-04-22T00:00,12.1,95,0.0,754.9,0.5,0.0
2025-04-22T01:00,10.9,99,0.0,753.6,2.8,0.0
2025-04-22T02:00,10.1,100,0.0,752.8,3.3,0.0
2025-04-22T03:00,9.9,100,0.0,752.4,0.7,0.0
2025-04-22T04:00,9.8,100,0.0,752.4,0.5,0.0
2025-04-22T05:00,9.8,99,0.0,752.8,1.2,0.0
2025-04-22T06:00,9.9,98,0.0,753.1,0.5,1.0
2025-04-22T07:00,11.7,95,0.0,754.9,1.5,106.0
2025-04-22T08:00,13.8,89,0.0,756.9,1.1,338.0
2025-04-22T09:00,16.2,74,0.0,758.1,2.4,532.0
2025-04-22T10:00,18.5,58,0.1,758.7,3.0,802.0
2025-04-22T11:00,19.7,52,0.2,758.3,6.6,830.0
2025-04-22T12:00,17.4,73,4.1,757.1,12.4,741.0
2025-04-22T13:00,19.0,68,0.9,756.9,8.4,723.0
2025-04-22T14:00,18.4,68,0.1,755.6,9.3,625.0
2025-04-22T15:00,18.0,70,0.1,755.0,8.3,604.0
2025-04-22T16:00,16.7,72,0.0,754.0,8.0,299.0
2025-04-22T17:00,16.4,75,0.2,754.1,6.9,212.0
2025-04-22T18:00,14.7,85,0.6,753.9,2.7,71.0
2025-04-22T19:00,14.1,91,0.0,754.3,0.8,0.0
2025-04-22T20:00,12.9,94,0.0,754.6,1.0,0.0
2025-04-22T21:00,11.9,96,0.0,754.6,1.8,0.0
2025-04-22T22:00,11.3,99,0.0,754.4,2.3,0.0
2025-04-22T23:00,10.8,100,0.0,754.1,0.2,0.0
2025-04-23T00:00,10.3,100,0.0,753.5,0.4,0.0
2025-04-23T01:00,9.6,100,0.0,752.5,0.4,0.0
2025-04-23T02:00,9.3,100,0.0,751.9,0.7,0.0
2025-04-23T03:00,9.2,100,0.0,752.1,2.2,0.0
2025-04-23T04:00,9.6,100,0.0,753.0,3.5,0.0
2025-04-23T05:00,9.7,100,0.0,753.3,3.0,0.0
2025-04-23T06:00,10.1,99,0.0,754.1,2.6,1.0
2025-04-23T07:00,11.4,94,0.0,755.8,3.0,69.0
2025-04-23T08:00,13.5,86,0.0,757.6,2.1,282.0
2025-04-23T09:00,16.2,73,0.0,758.8,0.6,585.0
2025-04-23T10:00,18.3,61,0.0,759.2,5.5,758.0
2025-04-23T11:00,19.7,55,0.2,759.1,8.3,902.0
2025-04-23T12:00,19.5,58,0.2,757.9,9.9,769.0
